dataset,contamination,true_contam,auc_roc,auc_roc_std,auc_pr,auc_pr_std,f1,f1_std
arrhythmia,0.01,0.14601769911504425,0.7685069509245334,0.07666933097594339,0.37684363768568313,0.1087093493932021,0.3770231046093115,0.09550554999917968
arrhythmia,0.05,0.14601769911504425,0.7685069509245334,0.07666933097594339,0.37684363768568313,0.1087093493932021,0.3770231046093115,0.09550554999917968
arrhythmia,0.1,0.14601769911504425,0.7685069509245334,0.07666933097594339,0.37684363768568313,0.1087093493932021,0.3770231046093115,0.09550554999917968
arrhythmia,0.2,0.14601769911504425,0.7685069509245334,0.07666933097594339,0.37684363768568313,0.1087093493932021,0.3770231046093115,0.09550554999917968
arrhythmia,0.3,0.14601769911504425,0.7685069509245334,0.07666933097594339,0.37684363768568313,0.1087093493932021,0.3770231046093115,0.09550554999917968
arrhythmia,0.5,0.14601769911504425,0.7685069509245334,0.07666933097594339,0.37684363768568313,0.1087093493932021,0.3770231046093115,0.09550554999917968
breastw,0.01,0.34992679355783307,0.4696405431617152,0.05927253405579551,0.3146588319014834,0.02679557728583647,0.21888153695849927,0.07685142579257345
breastw,0.05,0.34992679355783307,0.4696405431617152,0.05927253405579551,0.3146588319014834,0.02679557728583647,0.21888153695849927,0.07685142579257345
breastw,0.1,0.34992679355783307,0.4696405431617152,0.05927253405579551,0.3146588319014834,0.02679557728583647,0.21888153695849927,0.07685142579257345
breastw,0.2,0.34992679355783307,0.4696405431617152,0.05927253405579551,0.3146588319014834,0.02679557728583647,0.21888153695849927,0.07685142579257345
breastw,0.3,0.34992679355783307,0.4696405431617152,0.05927253405579551,0.3146588319014834,0.02679557728583647,0.21888153695849927,0.07685142579257345
breastw,0.5,0.34992679355783307,0.4696405431617152,0.05927253405579551,0.3146588319014834,0.02679557728583647,0.21888153695849927,0.07685142579257345
cardio,0.01,0.0961223375204806,0.5504076152112406,0.05926779206112157,0.16031993768723443,0.03428700944471198,0.13631506801656051,0.024370251244086556
cardio,0.05,0.0961223375204806,0.5504076152112406,0.05926779206112157,0.16031993768723443,0.03428700944471198,0.13631506801656051,0.024370251244086556
cardio,0.1,0.0961223375204806,0.5504076152112406,0.05926779206112157,0.16031993768723443,0.03428700944471198,0.13631506801656051,0.024370251244086556
cardio,0.2,0.0961223375204806,0.5504076152112406,0.05926779206112157,0.16031993768723443,0.03428700944471198,0.13631506801656051,0.024370251244086556
cardio,0.3,0.0961223375204806,0.5504076152112406,0.05926779206112157,0.16031993768723443,0.03428700944471198,0.13631506801656051,0.024370251244086556
cardio,0.5,0.0961223375204806,0.5504076152112406,0.05926779206112157,0.16031993768723443,0.03428700944471198,0.13631506801656051,0.024370251244086556
mammography,0.01,0.023249575248144506,0.7187242296956696,0.024142654316108715,0.11249934399805242,0.03936589130734236,0.2009515262595453,0.04918436130986326
mammography,0.05,0.023249575248144506,0.7187242296956696,0.024142654316108715,0.11249934399805242,0.03936589130734236,0.2009515262595453,0.04918436130986326
mammography,0.1,0.023249575248144506,0.7187242296956696,0.024142654316108715,0.11249934399805242,0.03936589130734236,0.2009515262595453,0.04918436130986326
mammography,0.2,0.023249575248144506,0.7187242296956696,0.024142654316108715,0.11249934399805242,0.03936589130734236,0.2009515262595453,0.04918436130986326
mammography,0.3,0.023249575248144506,0.7187242296956696,0.024142654316108715,0.11249934399805242,0.03936589130734236,0.2009515262595453,0.04918436130986326
mammography,0.5,0.023249575248144506,0.7187242296956696,0.024142654316108715,0.11249934399805242,0.03936589130734236,0.2009515262595453,0.04918436130986326
satellite,0.01,0.3163947163947164,0.5509204339032687,0.014391793626846333,0.38549175178626033,0.020757636198469785,0.38158212432075195,0.012338862166104962
satellite,0.05,0.3163947163947164,0.5509204339032687,0.014391793626846333,0.38549175178626033,0.020757636198469785,0.38158212432075195,0.012338862166104962
satellite,0.1,0.3163947163947164,0.5509204339032687,0.014391793626846333,0.38549175178626033,0.020757636198469785,0.38158212432075195,0.012338862166104962
satellite,0.2,0.3163947163947164,0.5509204339032687,0.014391793626846333,0.38549175178626033,0.020757636198469785,0.38158212432075195,0.012338862166104962
satellite,0.3,0.3163947163947164,0.5509204339032687,0.014391793626846333,0.38549175178626033,0.020757636198469785,0.38158212432075195,0.012338862166104962
satellite,0.5,0.3163947163947164,0.5509204339032687,0.014391793626846333,0.38549175178626033,0.020757636198469785,0.38158212432075195,0.012338862166104962
shuttle,0.01,0.0715114976475141,0.5320916945371728,0.01273937704453753,0.11892624566790375,0.013130877306164756,0.13180331670745526,0.017725786999466645
shuttle,0.05,0.0715114976475141,0.5320916945371728,0.01273937704453753,0.11892624566790375,0.013130877306164756,0.13180331670745526,0.017725786999466645
shuttle,0.1,0.0715114976475141,0.5320916945371728,0.01273937704453753,0.11892624566790375,0.013130877306164756,0.13180331670745526,0.017725786999466645
shuttle,0.2,0.0715114976475141,0.5320916945371728,0.01273937704453753,0.11892624566790375,0.013130877306164756,0.13180331670745526,0.017725786999466645
shuttle,0.3,0.0715114976475141,0.5320916945371728,0.01273937704453753,0.11892624566790375,0.013130877306164756,0.13180331670745526,0.017725786999466645
shuttle,0.5,0.0715114976475141,0.5320916945371728,0.01273937704453753,0.11892624566790375,0.013130877306164756,0.13180331670745526,0.017725786999466645
fcps_target,0.01,0.015584415584415584,1.0,0.0,1.0,0.0,0.95,0.09999999999999999
fcps_target,0.05,0.015584415584415584,1.0,0.0,1.0,0.0,0.95,0.09999999999999999
fcps_target,0.1,0.015584415584415584,1.0,0.0,1.0,0.0,0.95,0.09999999999999999
fcps_target,0.2,0.015584415584415584,1.0,0.0,1.0,0.0,0.95,0.09999999999999999
fcps_target,0.3,0.015584415584415584,1.0,0.0,1.0,0.0,0.95,0.09999999999999999
fcps_target,0.5,0.015584415584415584,1.0,0.0,1.0,0.0,0.95,0.09999999999999999
graves_fuzzyx,0.01,0.138,0.4645637961238176,0.048774914116900527,0.1257532489459273,0.010684331156125014,0.014509803921568625,0.01786789921552081
graves_fuzzyx,0.05,0.138,0.4645637961238176,0.048774914116900527,0.1257532489459273,0.010684331156125014,0.014509803921568625,0.01786789921552081
graves_fuzzyx,0.1,0.138,0.4645637961238176,0.048774914116900527,0.1257532489459273,0.010684331156125014,0.014509803921568625,0.01786789921552081
graves_fuzzyx,0.2,0.138,0.4645637961238176,0.048774914116900527,0.1257532489459273,0.010684331156125014,0.014509803921568625,0.01786789921552081
graves_fuzzyx,0.3,0.138,0.4645637961238176,0.048774914116900527,0.1257532489459273,0.010684331156125014,0.014509803921568625,0.01786789921552081
graves_fuzzyx,0.5,0.138,0.4645637961238176,0.048774914116900527,0.1257532489459273,0.010684331156125014,0.014509803921568625,0.01786789921552081
graves_ring_outliers,0.01,0.02912621359223301,1.0,0.0,1.0,0.0,0.9664335664335665,0.04134753985760694
graves_ring_outliers,0.05,0.02912621359223301,1.0,0.0,1.0,0.0,0.9664335664335665,0.04134753985760694
graves_ring_outliers,0.1,0.02912621359223301,1.0,0.0,1.0,0.0,0.9664335664335665,0.04134753985760694
graves_ring_outliers,0.2,0.02912621359223301,1.0,0.0,1.0,0.0,0.9664335664335665,0.04134753985760694
graves_ring_outliers,0.3,0.02912621359223301,1.0,0.0,1.0,0.0,0.9664335664335665,0.04134753985760694
graves_ring_outliers,0.5,0.02912621359223301,1.0,0.0,1.0,0.0,0.9664335664335665,0.04134753985760694
graves_zigzag_outliers,0.01,0.10714285714285714,0.9966666666666667,0.002981423969999739,0.9746031746031745,0.02308418979722063,0.8357575757575757,0.06900579552722559
graves_zigzag_outliers,0.05,0.10714285714285714,0.9966666666666667,0.002981423969999739,0.9746031746031745,0.02308418979722063,0.8357575757575757,0.06900579552722559
graves_zigzag_outliers,0.1,0.10714285714285714,0.9966666666666667,0.002981423969999739,0.9746031746031745,0.02308418979722063,0.8357575757575757,0.06900579552722559
graves_zigzag_outliers,0.2,0.10714285714285714,0.9966666666666667,0.002981423969999739,0.9746031746031745,0.02308418979722063,0.8357575757575757,0.06900579552722559
graves_zigzag_outliers,0.3,0.10714285714285714,0.9966666666666667,0.002981423969999739,0.9746031746031745,0.02308418979722063,0.8357575757575757,0.06900579552722559
graves_zigzag_outliers,0.5,0.10714285714285714,0.9966666666666667,0.002981423969999739,0.9746031746031745,0.02308418979722063,0.8357575757575757,0.06900579552722559
sipu_flame,0.01,0.05,0.7234782608695653,0.055773025317804155,0.2847114253995059,0.2141411759636361,0.18,0.22271057451320087
sipu_flame,0.05,0.05,0.7234782608695653,0.055773025317804155,0.2847114253995059,0.2141411759636361,0.18,0.22271057451320087
sipu_flame,0.1,0.05,0.7234782608695653,0.055773025317804155,0.2847114253995059,0.2141411759636361,0.18,0.22271057451320087
sipu_flame,0.2,0.05,0.7234782608695653,0.055773025317804155,0.2847114253995059,0.2141411759636361,0.18,0.22271057451320087
sipu_flame,0.3,0.05,0.7234782608695653,0.055773025317804155,0.2847114253995059,0.2141411759636361,0.18,0.22271057451320087
sipu_flame,0.5,0.05,0.7234782608695653,0.055773025317804155,0.2847114253995059,0.2141411759636361,0.18,0.22271057451320087
wut_x2,0.01,0.08333333333333333,0.9227272727272726,0.08455034198971945,0.6616666666666666,0.29124254878403705,0.4933333333333333,0.29089898972361905
wut_x2,0.05,0.08333333333333333,0.9227272727272726,0.08455034198971945,0.6616666666666666,0.29124254878403705,0.4933333333333333,0.29089898972361905
wut_x2,0.1,0.08333333333333333,0.9227272727272726,0.08455034198971945,0.6616666666666666,0.29124254878403705,0.4933333333333333,0.29089898972361905
wut_x2,0.2,0.08333333333333333,0.9227272727272726,0.08455034198971945,0.6616666666666666,0.29124254878403705,0.4933333333333333,0.29089898972361905
wut_x2,0.3,0.08333333333333333,0.9227272727272726,0.08455034198971945,0.6616666666666666,0.29124254878403705,0.4933333333333333,0.29089898972361905
wut_x2,0.5,0.08333333333333333,0.9227272727272726,0.08455034198971945,0.6616666666666666,0.29124254878403705,0.4933333333333333,0.29089898972361905
