dataset,eps_fraction,eps_abs,min_samples,auto_eps,true_contam,auc_roc,auc_roc_std,auc_pr,auc_pr_std,f1,f1_std
breastw,0.25,0.5616,20,2.2463,0.34992679355783307,0.9942060192228283,0.0022111768759727826,0.989162594405696,0.00415908212016552,0.8272738111262811,0.018892996881262347
breastw,0.5,1.1231,2,2.2463,0.34992679355783307,0.9799421834590225,0.009681013902046523,0.9542241828715919,0.02473864718865937,0.9204618773470026,0.02123007271314054
breastw,0.5,1.1231,3,2.2463,0.34992679355783307,0.9846827028955586,0.005355331281719433,0.9656641712452882,0.012957325974750172,0.9403492565342969,0.010411776294586015
breastw,0.5,1.1231,5,2.2463,0.34992679355783307,0.9944432936525185,0.001801456781685146,0.9896697290731039,0.003380908556289571,0.9384115117394092,0.007101543382077454
breastw,0.5,1.1231,7,2.2463,0.34992679355783307,0.9942092112555148,0.002192756134722677,0.9892471978134296,0.004112975312002354,0.9384115117394092,0.007101543382077454
breastw,0.5,1.1231,10,2.2463,0.34992679355783307,0.994254895808431,0.0021710053877747465,0.9893356454885502,0.004030746208848128,0.9384115117394092,0.007101543382077454
breastw,0.5,1.1231,15,2.2463,0.34992679355783307,0.994442161726034,0.002022422274604978,0.9896861568473533,0.003780892664447804,0.9384115117394092,0.007101543382077454
breastw,0.5,1.1231,20,2.2463,0.34992679355783307,0.994442161726034,0.002022422274604978,0.9896861568473533,0.003780892664447804,0.9365125218404193,0.0047709429115932855
breastw,0.75,1.6847,2,2.2463,0.34992679355783307,0.9730562445214759,0.01188793141374187,0.9396075445745051,0.02634600716538258,0.6246939659124408,0.05323850516715084
breastw,0.75,1.6847,3,2.2463,0.34992679355783307,0.9748975719724136,0.009020733634505064,0.9321940681090266,0.03763910788504754,0.6836707399346391,0.026591163545012574
breastw,0.75,1.6847,5,2.2463,0.34992679355783307,0.9773463024942226,0.009556986830371216,0.9444306967850812,0.030711344912894643,0.7601151132254357,0.022560622169469784
breastw,0.75,1.6847,7,2.2463,0.34992679355783307,0.9795669385101311,0.008429537669516356,0.9512653086153954,0.02531132533984226,0.821859444721427,0.018622770715580987
breastw,0.75,1.6847,10,2.2463,0.34992679355783307,0.9874744297807141,0.006763517885961005,0.9741273391773021,0.015799291651760337,0.9326272073858206,0.009517386905469306
breastw,0.75,1.6847,15,2.2463,0.34992679355783307,0.9921308697179784,0.003566363762402422,0.9853868320152191,0.00659356941628915,0.9483848146201369,0.00830385044803738
breastw,0.75,1.6847,20,2.2463,0.34992679355783307,0.9918510348524692,0.003513375352254494,0.9848828270002222,0.0064286888425946175,0.9446297125793206,0.014054356437000292
breastw,1.0,2.2463,2,2.2463,0.34992679355783307,0.9641274725802127,0.015778389202515033,0.9260741369098998,0.03643043248695878,0.22383164005805517,0.09515682230720111
breastw,1.0,2.2463,3,2.2463,0.34992679355783307,0.9668229404371228,0.014294410425369731,0.9292763135587595,0.034822194559960315,0.23765199161425574,0.08560132226551834
breastw,1.0,2.2463,5,2.2463,0.34992679355783307,0.9704369779555053,0.010787241409823699,0.937674749994323,0.02296241237416528,0.30721866706038553,0.06278592791058783
breastw,1.0,2.2463,7,2.2463,0.34992679355783307,0.9748234194684111,0.007581481880591309,0.9463340127617895,0.01932629452066693,0.42361940016620087,0.06124519870040019
breastw,1.0,2.2463,10,2.2463,0.34992679355783307,0.9732451517324814,0.008060391143470813,0.9354008144027499,0.032917774321405316,0.44280335712604907,0.06249878480419816
breastw,1.0,2.2463,15,2.2463,0.34992679355783307,0.9758364823528133,0.00858491344989424,0.9411469241074466,0.027848989310776017,0.5157217352516354,0.039930133864549404
